OBJECTID,GEAR_NAME,HAUL_ID,CRUISE,HAUL_NAME,NET,FOCI_GRID,BOTTOM_DEPTH,HAUL_PERFORMANCE,MESH,LAT,LON,PURPOSE,PRIMARY_NET,MIN_GEAR_DEPTH,MAX_GEAR_DEPTH,VOLUME_FILTERED,GEOGRAPHIC_AREA,GMT_DATE_TIME,COMMENTS_HAUL,POLYGONAL_AREA,STATION_NAME,MONTH_,YEAR_,DAY_,SHIP_CRUISE_NAME,SHIP_NAME,COMMENTS_SAMPLES,species_name,COMMON_NAME_1,COMMENTS_SPECIMEN,LARVALCATCHPER1000M3,LARVALCATCHPER10M2,STAGE_NAME,SPECIES_NAME_1,SPECIES_CODE_ICHBASE,SPECIES_NAME_ICHBASE,COMMON_NAME_ICHBASE
5071,60BON,DY16-10 67 2 60BON 1,DY16-10,2,1,UBN4,125,GOOD,505,54.9307,-165.477,PLNKSURV,Y,0,110,253.333,BS,2016-10-05 4:06,Haulback accidently called early by survey,,67,10,2016,5,DY16-10,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5072,60BON,DY16-07 200 1 60BON 1,DY16-07,1,1,AX49,67,GOOD,505,58.1255,-168.1345,GRID,Y,0,57,120.719,BS,2016-06-07 0:04,Two 3 inch jellies rinsed and removed from 60 bon net 2.,,200,6,2016,7,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,1043.74622,594.93535,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5073,60BON,DY16-06 9 2 60BON 1,DY16-06,2,1,M2E,71,GOOD,333,56.95,-163.8353,PLNKSURV,Y,0,61,42.661,BS,2016-05-05 16:06,60BON NET1 Flowmeter revs < AVG - 2 SD.,,9,5,2016,5,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,375.04981,228.78038,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5074,60BON,DY16-06 30 5 60BON 1,DY16-06,5,1,M4,71,GOOD,333,57.8332,-168.8715,PLNKSURV,Y,0,59,92.508,BS,2016-05-07 5:09,60 BON 6CM JELLYFISH REMOVED. ALGAE.,,30,5,2016,7,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,6810.22182,4018.03087,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5075,60BON,DY16-06 31 2 60BON 1,DY16-06,2,1,M4N,70,QUEST,333,58.0602,-168.7075,PLNKSURV,Y,0,58,106.117,BS,2016-05-07 7:02,wire angle at 56 deg.,,31,5,2016,7,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,9546.06708,5536.7189,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5076,60BON,DY16-06 29 2 60BON 1,DY16-06,2,1,M4E,71,GOOD,333,57.7675,-168.4597,PLNKSURV,Y,0,58,99.618,BS,2016-05-07 1:58,,,29,5,2016,7,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,4356.64237,2526.85258,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5077,60BON,DY16-07 21 1 60BON 1,DY16-07,1,1,B13,53,GOOD,505,57.3987,-159.2458,PLNKSURV,Y,0,44,123.319,BS,2016-05-21 7:13,Adaptive sampling station.,,21,5,2016,21,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,2 145 Disintegrated to 168 G. chalcogrammus,72.98145,32.11184,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5078,60BON,DY16-07 22 1 60BON 1,DY16-07,1,1,ZY16,48,GOOD,505,57.741,-159.0653,PLNKSURV,Y,0,38,89.985,BS,2016-05-21 9:19,Adaptive sampling station,,22,5,2016,21,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5079,60BON,DY16-07 124 1 60BON 1,DY16-07,1,1,BG28,137,GOOD,505,56.2197,-167.7072,GRID,Y,0,125,211.316,BS,2016-05-30 7:48,,,124,5,2016,30,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,4.73225,5.91531,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5080,60BON,DY16-07 126 1 60BON 1,DY16-07,1,1,BA34,83,GOOD,505,56.9073,-167.3863,GRID,Y,0,73,136.01,BS,2016-05-30 12:11,,,126,5,2016,30,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,397.02963,289.83163,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5081,60BON,DY16-09 12 2 60BON 1,DY16-09,2,1,,62,GOOD,505,57.0005,-162.9993,GRID,Y,0,53,94.249,BS,2016-08-27 2:04,60BON NET 1: 15 CHRYSAORA + 1 AEQUOREA. 20BON NET1: 1 CHRYSAORA,,12,8,2016,27,DY16-09,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5082,60BON,CF16-01 1 2 60BON 1,CF16-01,2,1,,50,GOOD,505,60.0242,-169.9505,GRID,Y,0,44,149.949,BS,2016-08-28 2:21,,,1,8,2016,28,CF16-01,Cape Flattery,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5083,60BON,DY16-06 34 2 60BON 1,DY16-06,2,1,70M24,70,GOOD,333,58.0442,-169.673,PLNKSURV,Y,0,59,114.297,BS,2016-05-07 11:27,,,34,5,2016,7,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,7051.80363,4160.56414,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5084,60BON,DY16-06 52 2 60BON 1,DY16-06,2,1,70M40,74,GOOD,333,59.9155,-172.4233,PLNKSURV,Y,0,63,85.627,BS,2016-05-08 17:15,,,52,5,2016,8,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5085,60BON,DY16-06 54 2 60BON 1,DY16-06,2,1,70M42,68,GOOD,333,60.0375,-172.9928,PLNKSURV,Y,0,56,46.025,BS,2016-05-08 20:04,60BON NET1 Flowmeter revs < AVG - 2 SD.,,54,5,2016,8,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5086,60BON,DY16-06 72 2 60BON 1,DY16-06,2,1,UBW4,295,GOOD,333,54.6828,-166.2252,PLNKSURV,Y,0,283,378.824,BS,2016-05-12 11:13,,,72,5,2016,12,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,7.91924,22.41146,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5087,60BON,DY16-06 74 2 60BON 1,DY16-06,2,1,UBW2,543,GOOD,333,54.465,-166.0318,PLNKSURV,Y,0,301,501.76,BS,2016-05-12 15:00,,,74,5,2016,12,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5088,60BON,DY16-07 127 1 60BON 1,DY16-07,1,1,AX37,76,GOOD,505,57.245,-167.2332,GRID,Y,0,65,34.022,BS,2016-05-30 14:27,Lots of algae. 60BON NETS 1&2 Flowmeter revs < AVG - 2 SD.,,127,5,2016,30,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,6583.97507,4279.5838,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5089,60BON,DY16-07 128 1 60BON 1,DY16-07,1,1,AU40,73,GOOD,505,57.585,-167.084,GRID,Y,0,63,118.808,BS,2016-05-30 16:44,Large jelly in 20Bon net 1,,128,5,2016,30,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,2087.40152,1315.06296,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5090,60BON,DY16-07 129 1 60BON 1,DY16-07,1,1,AR43,68,GOOD,505,57.9248,-166.9283,GRID,Y,0,58,100.153,BS,2016-05-30 18:57,"	",,129,5,2016,30,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,948.54872,550.15826,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5091,60BON,DY16-07 125 1 60BON 1,DY16-07,1,1,BD31,111,GOOD,505,56.5673,-167.5517,GRID,Y,0,100,175.154,BS,2016-05-30 9:57,,,125,5,2016,30,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,17.12778,17.12778,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5092,60BON,DY16-07 130 1 60BON 1,DY16-07,1,1,AO46,55,GOOD,505,58.265,-166.7728,PLNKSURV,Y,0,46,83.869,BS,2016-05-30 21:05,Adaptive sampling station,,130,5,2016,30,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,5902.06155,2714.94831,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5093,60BON,DY16-06 56 2 60BON 1,DY16-06,2,1,70M44,70,GOOD,333,60.2513,-173.5178,PLNKSURV,Y,0,56,90.979,BS,2016-05-08 23:12,,,56,5,2016,8,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5094,60BON,CF16-01 2 2 60BON 1,CF16-01,2,1,,37,GOOD,505,59.9963,-169.0038,GRID,Y,0,31,115.979,BS,2016-08-28 15:31,,,2,8,2016,28,CF16-01,Cape Flattery,,Gadus chalcogrammus,,,8.62225,2.6729,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5095,60BON,CF16-01 3 2 60BON 1,CF16-01,2,1,,21,GOOD,505,60.0038,-167.9964,GRID,Y,0,16,40.595,BS,2016-08-28 22:18,,,3,8,2016,28,CF16-01,Cape Flattery,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5096,60BON,CF16-01 4 2 60BON 1,CF16-01,2,1,,23,GOOD,505,60.4954,-166.9954,GRID,Y,0,20,56.46,BS,2016-08-29 6:50,,,4,8,2016,29,CF16-01,Cape Flattery,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5097,60BON,CF16-01 5 2 60BON 1,CF16-01,2,1,,25,GOOD,505,60.496,-168.0007,GRID,Y,0,21,57.788,BS,2016-08-29 15:49,,,5,8,2016,29,CF16-01,Cape Flattery,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5098,60BON,DY16-09 15 5 60BON 1,DY16-09,5,1,,94,GOOD,505,56.0053,-165.011,GRID,Y,0,89,174.02471,BS,2016-08-29 12:15,"		",,15,8,2016,29,DY16-09,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5099,60BON,DY16-06 76 2 60BON 1,DY16-06,2,1,UBW0,104,GOOD,333,54.3062,-165.8738,PLNKSURV,Y,0,96,169.725,BS,2016-05-12 17:56,,,76,5,2016,12,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,11.78377,11.31242,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5100,60BON,DY16-06 77 2 60BON 1,DY16-06,2,1,UBS4,120,GOOD,333,54.3325,-165.4087,PLNKSURV,Y,0,108,231.576,BS,2016-05-12 20:02,,,77,5,2016,12,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,4.31824,4.6637,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5101,60BON,DY16-06 79 2 60BON 1,DY16-06,2,1,UBS2,120,QUEST,333,54.4192,-165.1188,PLNKSURV,Y,0,108,231.57582,BS,2016-05-12 22:35,60bon net1 flowmeter final rev not recorded. Value calculated based on regression.,,79,5,2016,12,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,73.41008,79.28289,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5102,60BON,DY16-06 80 2 60BON 1,DY16-06,2,1,UBS1,61,QUEST,333,54.4245,-164.9727,PLNKSURV,Y,0,61,390.21558,BS,2016-05-12 23:35,1 large jelly in 60bon. 1 small jelly in 20bon. 60bon net1 flowmeter revs incorrectly recorded at sea. Value calculated based on regression. 60BON NET1 Flowmeter revs > AVG + 3 SD.,,80,5,2016,12,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,10.25074,6.25295,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5103,60BON,DY16-06 81 2 60BON 1,DY16-06,2,1,UBE3,46,GOOD,333,54.7135,-164.7897,PLNKSURV,Y,0,33,66.59,BS,2016-05-13 2:20,,,81,5,2016,13,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,345.39721,113.98108,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5104,60BON,DY16-06 84 2 60BON 1,DY16-06,2,1,UBN6,112,GOOD,333,55.058,-165.1092,PLNKSURV,Y,0,98,171.943,BS,2016-05-13 5:49,,,84,5,2016,13,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,29.0794,28.49782,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5105,60BON,DY16-06 15 2 60BON 1,DY16-06,2,1,70M6,71,GOOD,333,56.9922,-165.3785,PLNKSURV,Y,0,60,113.303,BS,2016-05-06 1:50,,,15,5,2016,6,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,145 - Total number  - not counted,167.69194,100.61516,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5106,60BON,DY16-06 17 2 60BON 1,DY16-06,2,1,70M8,70,GOOD,333,57.2622,-165.7468,PLNKSURV,Y,0,57,115.291,BS,2016-05-06 4:42,,,17,5,2016,6,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,147.45297,84.04819,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5107,60BON,DY16-06 19 2 60BON 1,DY16-06,2,1,70M10,69,GOOD,333,57.3207,-166.3382,PLNKSURV,Y,0,59,108.41,BS,2016-05-06 7:50,,,19,5,2016,6,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,673.36962,397.28807,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5108,60BON,DY16-06 21 2 60BON 1,DY16-06,2,1,70M12,69,GOOD,333,57.4277,-166.823,PLNKSURV,Y,0,59,133.104,BS,2016-05-06 11:25,,,21,5,2016,6,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,2464.23849,1453.90071,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5109,60BON,DY16-09 54 3 60BON 1,DY16-09,3,1,,80,QUEST,505,57.0057,-168.9903,GRID,Y,0,70,131.004,BS,2016-09-15 1:36,"Winch reading still not outputting. One 4"" Aurelia removed 60BON Net 1.",,54,9,2016,15,DY16-09,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5110,60BON,DY16-09 53 2 60BON 1,DY16-09,2,1,,104,GOOD,505,56.5042,-168.9992,GRID,Y,0,94,134.394,BS,2016-09-15 10:33,"	",,53,9,2016,15,DY16-09,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5111,60BON,DY16-09 69 2 60BON 1,DY16-09,2,1,,100,GOOD,505,56.5097,-169.9974,GRID,Y,0,89,162.883,BS,2016-09-15 14:11,,,69,9,2016,15,DY16-09,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5112,60BON,DY16-09 70 2 60BON 1,DY16-09,2,1,,66,GOOD,505,57.0042,-170.0213,GRID,Y,0,58,134.467,BS,2016-09-15 21:18,,,70,9,2016,15,DY16-09,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5113,60BON,DY16-09 16 2 60BON 1,DY16-09,2,1,,81,GOOD,505,56.4942,-164.0282,GRID,Y,0,75,145.336,BS,2016-08-29 18:56,"Removed 3 aqueria jellies from 505, also one chrysaora.  One chrysaora from 150",,16,8,2016,29,DY16-09,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5114,60BON,DY16-09 17 2 60BON 1,DY16-09,2,1,,68,GOOD,505,56.9998,-164.0045,GRID,Y,0,59,142.206,BS,2016-08-30 0:57,"3 Aquorea jellies, 1 Chrysaora jelly in 60BON 1.  ",,17,8,2016,30,DY16-09,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5115,60BON,DY16-09 18 2 60BON 1,DY16-09,2,1,,53,GOOD,505,57.4977,-163.995,GRID,Y,0,47,104.592,BS,2016-08-30 3:59,"1 Chrysaora in 60BON NET1, 0 in 20BON NET1",,18,8,2016,30,DY16-09,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5116,60BON,DY16-09 19 2 60BON 1,DY16-09,2,1,,41,QUEST,505,57.9983,-163.038,GRID,Y,0,33,92.794,BS,2016-08-30 11:33,"60BON, NET 1: 9 SMALL CHRYSAORA. Wire angle at 59 degrees.",,19,8,2016,30,DY16-09,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5117,60BON,DY16-09 20 2 60BON 1,DY16-09,2,1,,46,GOOD,505,57.9969,-164.0145,GRID,Y,0,40,81.053,BS,2016-08-30 20:34,,,20,8,2016,30,DY16-09,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5118,60BON,DY16-09 21 2 60BON 1,DY16-09,2,1,,37,GOOD,505,58.4997,-164.0197,GRID,Y,0,31,71.528,BS,2016-08-30 23:42,,,21,8,2016,30,DY16-09,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5119,60BON,DY16-07 105 1 60BON 1,DY16-07,1,1,AR31,76,GOOD,505,57.0438,-166.0348,GRID,Y,0,65,86.468,BS,2016-05-28 15:18,,,105,5,2016,28,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,751.72318,488.62007,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5120,60BON,DY16-07 106 1 60BON 1,DY16-07,1,1,AO34,71,GOOD,505,57.381,-165.8798,GRID,Y,0,60,111.086,BS,2016-05-28 17:38,,,106,5,2016,28,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,468.10579,280.86348,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5121,60BON,DY16-07 107 1 60BON 1,DY16-07,1,1,AL37,66,GOOD,505,57.724,-165.714,GRID,Y,0,55,87.615,BS,2016-05-28 20:59,,,107,5,2016,28,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,330.99355,182.04645,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5122,60BON,DY16-07 108 1 60BON 1,DY16-07,1,1,AI40,54,GOOD,505,58.0617,-165.5587,PLNKSURV,Y,0,43,87.844,BS,2016-05-28 22:55,"Adaptive sampling station	",,108,5,2016,28,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,5008.87938,2153.81813,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5123,60BON,DY16-07 109 1 60BON 1,DY16-07,1,1,AF43,46,GOOD,505,58.4018,-165.4065,PLNKSURV,Y,0,37,74.924,BS,2016-05-29 0:46,"Adaptive sampling station	",,109,5,2016,29,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,5231.96839,1935.82831,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5124,60BON,DY16-07 110 1 60BON 1,DY16-07,1,1,AC46,38,GOOD,505,58.7398,-165.2565,PLNKSURV,Y,0,28,61.468,BS,2016-05-29 2:42,"Adaptive sampling station	",,110,5,2016,29,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,162.68628,45.55216,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5125,60BON,DY16-07 91 1 60BON 2,DY16-07,1,2,AL31,68,GOOD,505,57.2853,-165.2748,GRID,Y,0,58,102.464,BS,2016-05-27 9:28,"60BON Net 1 had 4 jellies rinsed and removed, between 2-8"". Net 2 saved for QTowF.",,91,5,2016,27,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,195.19051,113.21049,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5126,60BON,DY16-07 111 1 60BON 1,DY16-07,1,1,Z49,29,QUEST,505,59.0778,-165.1097,PLNKSURV,Y,0,20,63.915,BS,2016-05-29 4:44,Adaptive sampling station. Wire angle at 63 degrees.,,111,5,2016,29,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,31.29156,6.25831,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5127,60BON,DY16-07 112 1 60BON 1,DY16-07,1,1,AC52,29,GOOD,505,59.1798,-165.7188,PLNKSURV,Y,0,19,42.508,BS,2016-05-29 6:52,"Adaptive sampling station	",,112,5,2016,29,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,470.49967,89.39494,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5128,60BON,DY16-06 23 2 60BON 1,DY16-06,2,1,70M14,71,QUEST,333,57.5003,-167.3517,PLNKSURV,Y,0,61,145.643,BS,2016-05-06 14:53,wire angle at 57 deg.,,23,5,2016,6,DY16-06,Oscar Dyson,,Gadus chalcogrammus,,,8953.39975,5461.57385,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5129,60BON,DY16-07 23 1 60BON 1,DY16-07,1,1,ZY22,32,QUEST,505,58.1978,-159.5407,PLNKSURV,Y,0,20,96.942,BS,2016-05-21 12:57,Adaptive Sampling Station. Wire angle at 67 degrees.,,23,5,2016,21,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,165.04714,33.00943,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5130,60BON,DY16-07 24 1 60BON 1,DY16-07,1,1,B19,46,GOOD,505,57.8545,-159.7245,PLNKSURV,Y,0,36,86.392,BS,2016-05-21 15:22,Adaptive Sampling Station,,24,5,2016,21,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,"501 Lepidopsetta bilineata to 502 L. polyxystra (stage 6)
(1) 145 disintegrated to 633 Ammodytes spp.   ",532.45671,191.68442,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5131,60BON,DY16-07 25 1 60BON 1,DY16-07,1,1,E16,56,GOOD,505,57.4993,-159.8445,PLNKSURV,Y,0,46,113.227,BS,2016-05-21 17:33,Adaptive sampling station,,25,5,2016,21,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,"Ammodytes vial cracked, specimens dessicated.  Four reported, only three found in vial.",194.29995,89.37798,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5132,60BON,DY16-07 26 1 60BON 1,DY16-07,1,1,H13,60,GOOD,505,57.1523,-160.066,PLNKSURV,Y,0,50,108.334,BS,2016-05-21 19:41,Adaptive sampling station,,26,5,2016,21,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,323.07493,161.53747,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5133,60BON,DY16-07 27 1 60BON 1,DY16-07,1,1,K10,59,GOOD,505,56.8165,-160.225,PLNKSURV,Y,0,49,108.104,BS,2016-05-21 21:44,Adaptive sampling station,,27,5,2016,21,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,The great difference in length between the Ammodytes spp.  specimens makes me wonder if two species are represented.,1008.28831,494.06127,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5134,60BON,DY16-09 22 2 60BON 1,DY16-09,2,1,,48,GOOD,505,58.0098,-164.9935,GRID,Y,0,41,101.536,BS,2016-08-31 3:49,,,22,8,2016,31,DY16-09,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5135,60BON,CF16-01 6 2 60BON 1,CF16-01,2,1,,34,GOOD,505,60.4922,-169.0189,GRID,Y,0,30,72.005,BS,2016-08-29 21:11,,,6,8,2016,29,CF16-01,Cape Flattery,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5136,60BON,CF16-01 7 2 60BON 2,CF16-01,2,2,,46,GOOD,505,60.5017,-169.9945,GRID,Y,0,41,77.775,BS,2016-08-30 2:51,"Discarded 60BON net 1, large stauraphora > 20 cm.",,7,8,2016,30,CF16-01,Cape Flattery,,Gadus chalcogrammus,,,25.7152,10.54323,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5137,60BON,CF16-01 8 2 60BON 1,CF16-01,2,1,,43,GOOD,505,61.0002,-169.9931,GRID,Y,0,39,75.578,BS,2016-08-30 15:21,,,8,8,2016,30,CF16-01,Cape Flattery,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5138,60BON,CF16-01 9 2 60BON 1,CF16-01,2,1,,32,GOOD,505,61.0001,-168.9996,GRID,Y,0,25,66.565,BS,2016-08-30 19:53,"		",,9,8,2016,30,CF16-01,Cape Flattery,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5139,60BON,CF16-01 10 2 60BON 1,CF16-01,2,1,,24,GOOD,505,61.0013,-167.9981,GRID,Y,0,20,38.296,BS,2016-08-31 0:48,,,10,8,2016,31,CF16-01,Cape Flattery,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5140,60BON,CF16-01 11 2 60BON 1,CF16-01,2,1,,19,GOOD,505,61.0022,-166.9927,GRID,Y,0,16,33.791,BS,2016-08-31 5:35,,,11,8,2016,31,CF16-01,Cape Flattery,,Gadus chalcogrammus,,,0,0,Larvae,,,,
5141,60BON,DY16-07 204 1 60BON 2,DY16-07,1,2,AX43,69,GOOD,505,57.6852,-167.6782,GRID,Y,0,60,100.632,BS,2016-06-07 7:47,"Two 5"" jellies rinsed and removed from 60BON Net 1, Net 2 preserved for QTowF",,204,6,2016,7,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,2017.25097,1210.35058,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5142,60BON,DY16-07 203 1 60BON 1,DY16-07,1,1,AU46,67,GOOD,505,58.0235,-167.5292,GRID,Y,0,57,95.49,BS,2016-06-07 5:56,"Net 1 60BON - one 8"" jellyfish removed, Net 2 - three 3"" jellies, one 4"" jelly removed",,203,6,2016,7,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,921.56247,525.29061,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5143,60BON,DY16-07 205 1 60BON 1,DY16-07,1,1,BA40,74,GOOD,505,57.3428,-167.8327,GRID,Y,0,64,40.367,BS,2016-06-07 9:38,"No RZA at station, sample accidently tossed. 60BON NETS 1&2 Flowmeter revs < AVG - 2 SD.",,205,6,2016,7,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,4037.95179,2584.28915,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5144,60BON,DY16-07 206 1 60BON 1,DY16-07,1,1,BD37,80,GOOD,505,57.003,-167.9885,GRID,Y,0,70,135.551,BS,2016-06-07 11:24,,,206,6,2016,7,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,3275.51992,2292.86394,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5145,60BON,DY16-07 28 1 60BON 1,DY16-07,1,1,Q10,69,QUEST,505,56.5787,-161.015,GRID,Y,0,58,142.279,BS,2016-05-22 0:25,Wire angle at 58 degrees.,,28,5,2016,22,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,,2347.50033,1361.55019,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5146,60BON,DY16-07 30 1 60BON 1,DY16-07,1,1,K16,66,GOOD,505,57.255,-160.6598,PLNKSURV,Y,0,54,126.224,BS,2016-05-22 4:34,Adaptive sampling station,,30,5,2016,22,DY16-07,Oscar Dyson,,Gadus chalcogrammus,,Nice P. quad eggs!,285.20725,154.01192,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
