OBJECTID,GEAR_NAME,HAUL_ID,CRUISE,NET,FOCI_GRID,LAT,LON,STATION_NAME,HAUL_NAME,GMT_DATE_TIME,BOTTOM_DEPTH,HAUL_PERFORMANCE,MESH,PURPOSE,PRIMARY_NET,MIN_GEAR_DEPTH,MAX_GEAR_DEPTH,VOLUME_FILTERED,GEOGRAPHIC_AREA,COMMENTS_HAUL,POLYGONAL_AREA,MONTH_,YEAR_,DAY_,SHIP_CRUISE_NAME,SHIP_NAME,COMMENTS_SAMPLES,species_name,COMMON_NAME_1,COMMENTS_SPECIMEN,LARVALCATCHPER1000M3,LARVALCATCHPER10M2,STAGE_NAME,SPECIES_NAME_1,SPECIES_CODE_ICHBASE,SPECIES_NAME_ICHBASE,COMMON_NAME_ICHBASE
5914,60BON,1SS06 58 1 60BON 1,1SS06,1,,64.1,-162.99834,58,1,9/4/2006 3:00,22,GOOD,505,PLNKSURV,Y,0,18,31.87795,BS,A BASIS Project; Station ID 20061058. Volume filtered provided by collecting agency.,,9,2006,4,SS06-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
5915,60BON,1SS06 62 1 60BON 1,1SS06,1,,63.5,-167,62,1,9/5/2006 3:05,26,GOOD,505,PLNKSURV,Y,0,19,24.92981,BS,An oblique tow. A BASIS project.,,9,2006,5,SS06-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
5916,60BON,1SS07 106 1 60BON 1,1SS07,1,,61.98358,-170,106,1,9/26/2007 22:03,36,GOOD,505,PLNKSURV,Y,0,29,49.9084,BS,A BASIS Project; Station ID 20071106. Volume filtered provided by collecting agency.,,9,2007,26,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
5917,60BON,1SS07 107 1 60BON 1,1SS07,1,,61.9836,-168.01643,107,1,9/27/2007 1:44,26,GOOD,505,PLNKSURV,Y,0,19,40.99939,BS,A BASIS Project; Station ID 20071107. Volume filtered provided by collecting agency.,,9,2007,27,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
5918,60BON,1SS07 112 1 60BON 1,1SS07,1,,61.50002,-171.01643,112,1,9/29/2007 14:51,49,GOOD,505,PLNKSURV,Y,0,42,77.19644,BS,A BASIS Project; Station ID 20071112. Volume filtered provided by collecting agency.,,9,2007,29,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
5919,60BON,1SS07 122 1 60BON 1,1SS07,1,,59.90024,-169.0164,122,1,10/3/2007 14:55,40,GOOD,505,PLNKSURV,Y,0,33,60.15638,BS,A BASIS Project; Station ID 20071122. Volume filtered provided by collecting agency.,,10,2007,3,SS07-01,Sea Storm,,Gadus chalcogrammus,,,16.62334,5.4857,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5920,60BON,1MF08 45 1 60BON 1,1MF08,1,,54.48667,-167.27316,45,1,2/25/2008 5:10,580,GOOD,505,PLNKSURV,Y,0,557,712.12903,BS,Flowmeter revs < AVG - 2 SD.,,2,2008,25,MF08-02,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
5921,60BON,1SS07 134 1 60BON 1,1SS07,1,,56.98361,-172.0164,134,1,10/8/2007 3:32,116,GOOD,505,PLNKSURV,Y,0,116,139.2603,BS,A BASIS Project; Station ID 20071134. Volume filtered provided by collecting agency.,,10,2007,8,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
5922,60BON,1SS06 65 1 60BON 1,1SS06,1,,63.99833,-169,65,1,9/5/2006 22:55,34,GOOD,505,PLNKSURV,Y,0,23,21.87323,BS,A BASIS Project; Station ID 20061065. Volume filtered provided by collecting agency.,,9,2006,5,SS06-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
5923,60BON,1SS06 8 1 60BON 1,1SS06,1,,56.007,-171.28334,8,1,8/19/2006 14:59,1000,GOOD,505,PLNKSURV,Y,0,142,170.71405,BS,A BASIS Project; Station ID 20061008. Volume filtered provided by collecting agency.,,8,2006,19,SS06-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
5924,60BON,1SS06 87 1 60BON 1,1SS06,1,,61.49833,-170.99834,87,1,9/12/2006 19:00,50,GOOD,505,PLNKSURV,Y,0,40,78.33805,BS,An oblique tow. A BASIS project.,,9,2006,12,SS06-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
5925,60BON,1SS06 90 1 60BON 1,1SS06,1,,60.50167,-168,90,1,9/14/2006 15:00,29,GOOD,505,PLNKSURV,Y,0,17,33.61499,BS,A BASIS Project; Station ID 20061090. Volume filtered provided by collecting agency.,,9,2006,14,SS06-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
5926,60BON,1MF10 2 1 60BON 1,1MF10,1,AX4,54.82917,-164.87601,2,1,9/9/2010 20:58,71,GOOD,505,PLNKSURV,Y,0,60,122.32531,BS,,,9,2010,9,MF10-05,Miller Freeman,,Gadus chalcogrammus,,Added 14 from SPECIES_CODE_ICHBASE=165. Added 1 from SPECIES_CODE_ICHBASE=500. (6/6/2017),130.79877,78.47926,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5927,60BON,1SS06 97 1 60BON 1,1SS06,1,,60,-171,97,1,9/18/2006 4:50,69,GOOD,505,PLNKSURV,Y,0,52,98.13131,BS,A BASIS Project; Station ID 20061097. Volume filtered provided by collecting agency.,,9,2006,18,SS06-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
5928,60BON,4WE97 10 3 60BON 1,4WE97,1,,55.11133,-168.47617,10,3,7/2/1997 17:41,1800,QUEST,333,PLNKSURV,Y,0,300,328.45578,BS,Wire angle at 30 deg.,,7,1997,2,WE97-06C,Wecoma,,Gadus chalcogrammus,,,0,0,Egg,,,,
5929,60BON,5MF00 20 3 60BON 1,5MF00,1,,56.867,-169.97234,20,3,5/7/2000 11:26,73,GOOD,333,PLNKSURV,Y,0,68,88.89877,BS,CAT - salinity failed on downcast.,,5,2000,7,MF00-06,Miller Freeman,,Gadus chalcogrammus,,,55996.27531,38077.46721,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5930,60BON,4MF07 57 3 60BON 1,4MF07,1,CH43,56.257,-172.11183,57,3,5/13/2007 23:33,2439,QUEST,505,GRID,Y,0,600,897.36517,BS,deep bongo tow (600 m) Flowmeter revs > AVG + 3 SD.,,5,2007,13,MF07-07,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
5931,60BON,4MF07 6 2 60BON 1,4MF07,1,BY25,55.29133,-169.7385,6,2,5/8/2007 21:57,2401,QUEST,505,GRID,Y,0,301,397.07391,BS,Big jelly in 60 bon net 1.,743.1681,5,2007,8,MF07-07,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
5932,60BON,6MF97 64 2 60BON 1,6MF97,1,,54.44283,-164.98033,64,2,5/11/1997 9:46,49,GOOD,333,PLNKSURV,Y,0,41,83.7234,BS,,,5,1997,11,MF97-05,Miller Freeman,,Gadus chalcogrammus,,,11.94409,4.89708,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5933,60BON,2MF09 65 2 60BON 1,2MF09,1,M8N,62.42083,-174.71016,65,2,10/1/2009 8:41,73,GOOD,333,PLNKSURV,Y,0,64,108.65018,BS,mooring site 8 North corner.,,10,2009,1,MF09-04L2,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
5934,60BON,2DY07 59 1 60BON 1,2DY07,1,,63.50333,-172.00971,59,1,9/19/2007 19:08,38,GOOD,505,PLNKSURV,Y,0,33,6.74721,BS,,,9,2007,19,OD0710,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
5935,60BON,2DY07 62 1 60BON 1,2DY07,1,,60.50569,-172.00472,62,1,9/20/2007 20:39,65,GOOD,505,PLNKSURV,Y,0,59,16.63613,BS,A BASIS Project; Station ID 20073062. Volume filtered provided by collecting agency.,,9,2007,20,OD0710,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
5936,60BON,2MF09 74 2 60BON 1,2MF09,1,SL8A,62.04483,-172.6105,74,2,10/4/2009 2:46,55,GOOD,333,PLNKSURV,Y,0,49,76.71662,BS,,,10,2009,4,MF09-04L2,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
5937,60BON,2DY10 27 2 60BON 2,2DY10,2,AX10,55.26417,-165.30516,27,2,5/9/2010 1:10,115,GOOD,500,GRID,Y,0,105,214.24414,BS,,764.8685,5,2010,9,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,4.66757,4.90095,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5938,60BON,4WE97 13 2 60BON 2,4WE97,2,,55.43067,-168.07401,13,2,7/3/1997 0:08,210,GOOD,333,PLNKSURV,Y,0,199,318.69544,BS,,,7,1997,3,WE97-06C,Wecoma,,Gadus chalcogrammus,,,0,0,Egg,,,,
5939,60BON,4MF94 152 1 60BON 1,4MF94,1,,53.635,-167.30499,152,1,4/29/1994 18:39,83,GOOD,333,PLNKSURV,Y,0,74,100.4463,BS,,,4,1994,29,MF94-04,Miller Freeman,,Gadus chalcogrammus,,,89.60011,66.30408,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5940,60BON,4WE97 21 2 60BON 1,4WE97,1,,55.914,-166.16116,21,2,7/3/1997 13:40,130,QUEST,333,PLNKSURV,Y,0,70,105.90225,BS,wire out value questionable. Incorrect bottome depth given by bridge (acutally 130m). May pick up later in cruise. Wire angle at 21 deg.,,7,1997,3,WE97-06C,Wecoma,,Gadus chalcogrammus,,,0,0,Egg,,,,
5941,60BON,4WE97 29 3 60BON 1,4WE97,1,M2,56.87433,-164.05,29,3,7/4/1997 3:38,72,QUEST,333,PLNKSURV,Y,0,64,94.20369,BS,Wire angle at 31 deg.,,7,1997,4,WE97-06C,Wecoma,,Gadus chalcogrammus,,,0,0,Egg,,,,
5942,60BON,DY14-06 167 1 60BON 1,DY14-06,1,BV43,56.7312,-170.6483,167,1,6/2/2014 21:14,111,GOOD,505,GRID,Y,0,100,170.35299,BS,,,6,2014,2,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,23.48066,23.48066,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5943,60BON,6MF06 81 2 60BON 1,6MF06,1,BM13,54.88317,-167.40866,81,2,9/22/2006 6:14,426,QUEST,505,GRID,Y,0,301,356.94,BS,Wire angle at 32 deg.,720.6212,9,2006,22,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
5944,60BON,3MF93 118 1 60BON 1,3MF93,1,,54.22333,-166.36501,118,1,4/30/1993 2:19,800,GOOD,333,PLNKSURV,Y,0,405,466.02884,BS,SMALL SCALE GRID,,4,1993,30,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,17.16632,69.52359,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5945,60BON,2DY10 46 2 60BON 2,2DY10,2,AL10,55.74217,-163.7625,46,2,5/10/2010 16:20,95,GOOD,500,GRID,Y,0,87,184.09842,BS,,770.3194,5,2010,10,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,597.50649,519.83064,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5946,60BON,2MF09 115 2 60BON 1,2MF09,1,CN17,55.36117,-168.2115,115,2,10/9/2009 17:37,966,QUEST,333,PLNKSURV,Y,0,301,349.00122,BS,wire angle at 32 deg.,,10,2009,9,MF09-04L2,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
5947,60BON,4MF94 14 1 60BON 1,4MF94,1,,55.28167,-168.8017,14,1,4/16/1994 22:03,2116,GOOD,333,GRID,Y,0,202,294.60941,BS,,724.64,4,1994,16,MF94-04,Miller Freeman,,Gadus chalcogrammus,,,3.39432,6.85654,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5948,60BON,4MF94 140 1 60BON 1,4MF94,1,,54.67667,-164.9117,140,1,4/27/1994 21:14,59,GOOD,333,PLNKSURV,Y,0,44,79.54008,BS,,,4,1994,27,MF94-04,Miller Freeman,,Gadus chalcogrammus,,,8637.155,3800.3482,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5949,60BON,4MF07 92 1 60BON 1,4MF07,1,BP7,54.33017,-167.37433,92,1,5/18/2007 2:56,800,QUEST,505,PLNKSURV,Y,0,601,639.17206,BS,Wire angle at 33 deg.,,5,2007,18,MF07-07,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
5950,60BON,4MF07 13 2 60BON 1,4MF07,1,BM28,55.9945,-168.472,13,2,5/9/2007 20:21,211,GOOD,505,GRID,Y,0,191,272.93707,BS,,996.377,5,2007,9,MF07-07,Miller Freeman,,Gadus chalcogrammus,,,3.66385,6.99795,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5951,60BON,4MF07 44 2 60BON 1,4MF07,1,BP40,56.74967,-169.69817,44,2,5/12/2007 18:12,75,QUEST,505,GRID,Y,0,65,98.47186,BS,1 small jelly removed from 60 Bon net 1. Net 2 Flowmeter revs law because jellyfish wrapped around.,729.8857,5,2007,12,MF07-07,Miller Freeman,,Gadus chalcogrammus,,,14217.25963,9241.21876,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5952,60BON,4MF07 45 2 60BON 1,4MF07,1,BM40,56.8645,-169.32417,45,2,5/12/2007 20:14,76,GOOD,505,GRID,Y,0,66,104.91843,BS,,732.8601,5,2007,12,MF07-07,Miller Freeman,,Gadus chalcogrammus,,,2039.67978,1346.18865,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5953,60BON,4MF07 19 2 60BON 1,4MF07,1,BP31,56.09433,-169.05,19,2,5/10/2007 7:42,437,QUEST,505,GRID,Y,0,301,312.89008,BS,Wire angle at 31 deg.,738.525,5,2007,10,MF07-07,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
5954,60BON,2MF09 27 2 60BON 1,2MF09,1,M4W,57.76583,-169.20383,27,2,9/28/2009 9:21,63,GOOD,333,PLNKSURV,Y,0,55,133.63088,BS,Mooring site 4 west corner.,,9,2009,28,MF09-04L2,Miller Freeman,,Gadus chalcogrammus,,changed SPECIES_CODE_ICHBASE from 165 to 168 (6/6/2017),7.4833,4.11582,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5955,60BON,2MF09 3 7 60BON 1,2MF09,1,M2,56.85933,-164.06267,3,7,9/25/2009 19:19,73,GOOD,333,PLNKSURV,Y,0,64,105.93937,BS,,,9,2009,25,MF09-04L2,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
5956,60BON,4WE97 68 2 60BON 1,4WE97,1,B1,56.6965,-170.61983,68,2,7/7/1997 0:45,111,GOOD,333,PLNKSURV,Y,0,100,165.38184,BS,at surface 45 seconds.,,7,1997,7,WE97-06C,Wecoma,,Gadus chalcogrammus,,,0,0,Egg,,,,
5957,60BON,4MF94 35 1 60BON 1,4MF94,1,,54.38333,-168.8967,35,1,4/18/1994 15:10,1790,GOOD,333,GRID,Y,0,204,258.76389,BS,,764.73,4,1994,18,MF94-04,Miller Freeman,,Gadus chalcogrammus,,,11.59358,23.6509,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5958,60BON,4MF94 37 1 60BON 1,4MF94,1,,54.29,-168.3183,37,1,4/18/1994 19:21,1699,GOOD,333,GRID,Y,0,204,312.1301,BS,,776.41,4,1994,18,MF94-04,Miller Freeman,,Gadus chalcogrammus,,,3.20379,6.53574,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5959,60BON,4MF94 50 1 60BON 1,4MF94,1,,54.07,-168.10831,50,1,4/20/1994 0:32,2051,GOOD,333,GRID,Y,0,201,292.9389,BS,,792.84,4,1994,20,MF94-04,Miller Freeman,,Gadus chalcogrammus,,,3.41368,6.8615,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5960,60BON,4WE97 94 2 60BON 1,4WE97,1,C8,56.639,-169.59683,94,2,7/9/1997 8:17,72,QUEST,333,PLNKSURV,Y,0,60,136.89552,BS,seacat failed at 43m on descent. Used wire angle for max depth. 32 cm chrysaora. 11cm aqueotia tossed.,,7,1997,9,WE97-06C,Wecoma,,Gadus chalcogrammus,,,0,0,Egg,,,,
5961,60BON,2AR09 15 2 60BON 1,2AR09,1,,58.308,-169.742,15,2,6/25/2009 0:50,66,GOOD,333,PLNKSURV,Y,0,59,104.03762,BS,~50 deg wire angle at haul back.,,6,2009,25,200901,Arcturus,,Gadus chalcogrammus,,,0,0,Egg,,,,
5962,60BON,2AR09 17 2 60BON 1,2AR09,1,,57.32383,-170.32449,17,2,6/28/2009 3:21,56,GOOD,333,PLNKSURV,Y,0,55,110.25344,BS,45 deg wire angle at depth. No pollock in trawl.,,6,2009,28,200901,Arcturus,,Gadus chalcogrammus,,,126.98016,69.83909,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5963,60BON,4MF94 67 1 60BON 1,4MF94,1,,54.99,-168.21001,67,1,4/21/1994 15:10,1574,GOOD,333,OTHER,Y,0,202,280.1608,BS,SEARCH FOR LARVAE.,,4,1994,21,MF94-04,Miller Freeman,,Gadus chalcogrammus,,,7.13876,14.42029,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5964,60BON,2DY12 93 1 60BON 1,2DY12,1,Q4,56.194,-160.6438,93,1,5/23/2012 12:13,29,QUEST,505,GRID,Y,0,20,19.0598,BS,Jelly tentacle on flowmeter for 60Bon net 1.,,5,2012,23,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,2413.45659,482.69132,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5965,60BON,BE13-03 166 2 60BON 1,BE13-03,1,,64.10078,-164.50952,166,2,9/15/2013 16:03,21,QUEST,505,PLNKSURV,Y,0,15,19.49919,BS,all log sheets were lost at sea due to ship flooding. Volume filtered value was recreated based on a comparison of previous year's volume filtered data. haul performance noted as questionable. Arctic EIS project.,,9,2013,15,BE13-03,Bristol Explorer,,Gadus chalcogrammus,,,0,0,Egg,,,,
5966,60BON,BE13-03 181 2 60BON 1,BE13-03,1,,62.49679,-170.02532,181,2,9/20/2013 16:14,37,QUEST,505,PLNKSURV,Y,0,33,15.53161,BS,all log sheets were lost at sea due to ship flooding. Volume filtered value was recreated based on a comparison of previous year's volume filtered data. haul performance noted as questionable. Arctic EIS project.,,9,2013,20,BE13-03,Bristol Explorer,,Gadus chalcogrammus,,,0,0,Egg,,,,
5967,60BON,3DY12 99 3 60BON 1,3DY12,1,,57.98667,-168.9897,99,3,9/12/2012 14:37,73,GOOD,505,GRID,Y,0,60,177.8567,BS,,,9,2012,12,DY12-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
5968,60BON,4DY10 21 1 60BON 1,4DY10,1,,57.00058,-161.0009,21,1,8/23/2010 22:09,65,GOOD,505,PLNKSURV,Y,0,55,121.2478,BS,A BASIS Project; Station ID 20103021. Volume filtered provided by collecting agency.,,8,2010,23,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
5969,60BON,3DY12 67 1 60BON 1,3DY12,1,,57.994,-167.0068,67,1,8/31/2012 23:34,64,GOOD,505,GRID,Y,0,58,124.0273,BS,,,8,2012,31,DY12-08,Oscar Dyson,,Gadus chalcogrammus,,,8.06274,4.67639,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5970,60BON,5DY09 8 1 60BON 1,5DY09,1,,56.4975,-162.9977,8,1,9/5/2009 15:11,66,GOOD,505,PLNKSURV,Y,0,55,166.4661,BS,A BASIS Project; Station ID 20093008. Volume filtered provided by collecting agency.,,9,2009,5,DY09-05,Oscar Dyson,,Gadus chalcogrammus,,,6.00723,3.30398,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5971,60BON,1HE07 31 2 60BON 1,1HE07,1,70M-24,58.04617,-169.67284,31,2,4/14/2007 17:28,73,GOOD,333,PLNKSURV,Y,0,69,112.79017,BS,,,4,2007,14,H10701,Healy,,Gadus chalcogrammus,,,0,0,Egg,,,,
5972,60BON,1ME08 135 2 60BON 1,1ME08,1,CN16,55.40917,-168.01483,135,2,9/7/2008 5:49,207,GOOD,333,PLNKSURV,Y,0,200,343.69013,BS,Flowmeter revs > AVG + 2 SD.,,9,2008,7,MGLN45MV,Melville,,Gadus chalcogrammus,,,0,0,Egg,,,,
5973,60BON,1WE10 43 2 60BON 1,1WE10,1,70M24,58.03983,-169.66817,43,2,8/27/2010 7:40,70,GOOD,505,PLNKSURV,Y,0,65,108.61192,BS,2 jellies removed from net 2.,,8,2010,27,WE10-08,Wecoma,,Gadus chalcogrammus,,,0,0,Egg,,,,
5974,60BON,2DY10 12 2 60BON 2,2DY10,2,BG10,54.904,-166.4415,12,2,5/7/2010 13:06,154,GOOD,500,GRID,Y,0,148,289.65509,BS,Initial wire out at surface was not recorded (wire not zeroed).  Wire counter said 7 m when the bongo was pulled from the water at the end of the tow.,768.2597,5,2010,7,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
5975,60BON,1WE10 17 2 60BON 1,1WE10,1,M2N,57.01517,-164.21733,17,2,8/25/2010 12:51,68,QUEST,505,PLNKSURV,Y,0,68,101.34149,BS,Three large jellies removed from 60BON Net1; 505 mesh. Wire angle at depth 23 deg.,,8,2010,25,WE10-08,Wecoma,,Gadus chalcogrammus,,,0,0,Egg,,,,
5976,60BON,1WE10 5 2 60BON 1,1WE10,1,CN13,55.69867,-167.30116,5,2,8/24/2010 13:18,138,GOOD,505,PLNKSURV,Y,0,123,206.4791,BS,,,8,2010,24,WE10-08,Wecoma,,Gadus chalcogrammus,,,0,0,Egg,,,,
5977,60BON,3MF06 12 3 60BON 1,3MF06,1,BS1,53.77183,-167.34784,12,3,5/10/2006 20:04,444,GOOD,505,GRID,Y,0,301,341.25568,BS,310 of 970 ml sample from 60Bon net 2 picked.,889.9801,5,2006,10,MF06-06,Miller Freeman,,Gadus chalcogrammus,,,17.58212,52.9222,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5978,60BON,3DY12 173 2 60BON 1,3DY12,1,70M17,57.52083,-168.307,173,2,9/22/2012 0:16,73,QUEST,505,PLNKSURV,Y,0,61,131.644,BS,Net 1 60BON 1 med jelly (15 cm diam); 1 gelatinous mass and several small jellies. Net 2 60BON 3-4 small jellies.,,9,2012,22,DY12-08,Oscar Dyson,,Gadus chalcogrammus,,,22.78873,13.90113,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5979,60BON,3DY12 197 2 60BON 1,3DY12,1,,57.00217,-172.0035,197,2,10/3/2012 4:15,118,GOOD,505,GRID,Y,0,109,234.0955,BS,,,10,2012,3,DY12-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
5980,60BON,3DY12 199 3 60BON 1,3DY12,1,,57.01233,-171.0235,199,3,10/3/2012 14:30,103,GOOD,505,GRID,Y,0,90,168.2311,BS,,,10,2012,3,DY12-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
5981,60BON,3DY12 7 1 60BON 1,3DY12,1,,56.994,-160.9775,7,1,8/20/2012 21:06,64,GOOD,505,GRID,Y,0,59,140.4239,BS,,,8,2012,20,DY12-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
5982,60BON,4DY10 36 1 60BON 1,4DY10,1,,58.50261,-163.9905,36,1,8/27/2010 19:36,38,GOOD,505,PLNKSURV,Y,0,32,56.40876,BS,A BASIS Project; Station ID 20103036. Volume filtered provided by collecting agency.,,8,2010,27,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
5983,60BON,4DY10 43 1 60BON 1,4DY10,1,,57.5066,-164.9968,43,1,8/29/2010 19:40,65,GOOD,505,PLNKSURV,Y,0,55,104.4471,BS,A BASIS Project; Station ID 20103043. Volume filtered provided by collecting agency.,,8,2010,29,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
5984,60BON,4DY10 46 1 60BON 1,4DY10,1,,58.5,-165.0024,46,1,8/30/2010 6:55,41,GOOD,505,PLNKSURV,Y,0,31,3.95831,BS,A BASIS Project; Station ID 20103046. Volume filtered provided by collecting agency.,,8,2010,30,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
5985,60BON,4DY10 502 1 60BON 1,4DY10,1,,56.74705,-167.0002,502,1,9/17/2010 19:30,88,GOOD,505,PLNKSURV,Y,0,77,199.3194,BS,A BASIS Project; Station ID 20103502. Volume filtered provided by collecting agency.,,9,2010,17,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
5986,60BON,4DY10 516 1 60BON 1,4DY10,1,,55.24733,-166.9888,516,1,9/19/2010 23:47,143,GOOD,505,PLNKSURV,Y,0,133,226.2933,BS,A BASIS Project; Station ID 20103516. Volume filtered provided by collecting agency.,,9,2010,19,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
5987,60BON,1ME08 146 2 60BON 1,1ME08,1,UPE3,54.71817,-164.78917,146,2,9/8/2008 12:13,46,QUEST,333,PLNKSURV,Y,0,36,68.64832,BS,Wire angle at 60 deg.,,9,2008,8,MGLN45MV,Melville,,Gadus chalcogrammus,,,58.268,20.97648,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
5988,60BON,1ME08 151 2 60BON 1,1ME08,1,UPA2,54.266,-164.68233,151,2,9/9/2008 3:33,80,FAIL,333,PLNKSURV,NPNQ,0,71,,BS,All nets flowmeters quest. Looks like all flowmeter revs were written down incorrectly. Negative volume filtered. ,,9,2008,9,MGLN45MV,Melville,,Gadus chalcogrammus,,,0,0,Egg,,,,
5989,60BON,1ME08 158 2 60BON 1,1ME08,1,UPW3,54.47517,-166.05034,158,2,9/9/2008 15:37,537,QUEST,333,PLNKSURV,Y,0,301,365.57117,BS,1 aurelia jelly removed from 60Bon net 1. Wire angle at 34 deg. Flowmeter revs < AVG - 2 SD.,,9,2008,9,MGLN45MV,Melville,,Gadus chalcogrammus,,,0,0,Egg,,,,
5990,60BON,1TT07 96 2 60BON 1,1TT07,1,70M45,57.55183,-167.03951,96,2,10/8/2007 16:41,71,GOOD,333,PLNKSURV,Y,0,68,122.37734,BS,,,10,2007,8,TN211,Thomas G. Thompson,,Gadus chalcogrammus,,,0,0,Egg,,,,
5991,60BON,1WE10 81 2 60BON 1,1WE10,1,M8N,62.42317,-174.70033,81,2,8/29/2010 14:08,74,GOOD,505,PLNKSURV,Y,0,68,96.18682,BS,,,8,2010,29,WE10-08,Wecoma,,Gadus chalcogrammus,,,0,0,Egg,,,,
5992,60BON,2AR07 13 2 60BON 1,2AR07,1,,57.36333,-170.84467,13,2,7/8/2007 2:49,80,GOOD,333,PLNKSURV,Y,0,75,46.81,BS,Flowmeter revs < AVG - 2 SD.,,7,2007,8,20070288,Arcturus,,Gadus chalcogrammus,,,341.80731,256.35548,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
